accused_master_id,case_master_id,accused_name,age_year,gender_id,person_id
2011,1274,Kalpit Shah,56,F,A4
2012,1275,Kamala Suri,21,M,A1
2013,1275,Jai Swamy,62,M,A2
2014,1276,Parth Chawla,57,M,A1
2015,1277,Qarin Rao,68,M,A1
2016,1277,Warhi Brahmbhatt,49,M,A2
2017,1278,Rishi Sehgal,43,M,A1
2018,1279,Odika Shanker,51,M,A1
2019,1280,Bachittar Rao,61,M,A1
2020,1280,Abha Bhat,17,M,A2
2021,1280,Inaya Nair,58,F,A3
2022,1281,Nathaniel Dalal,55,M,A1
2023,1281,Tristan Pall,26,M,A2
2024,1281,Chanchal Sanghvi,23,F,A3
2025,1281,Jeremiah Sani,28,M,A4
2026,1282,Alka Prakash,57,F,A1
2027,1283,Anthony Gara,67,M,A1
2028,1284,Bachittar Mammen,59,M,A1
2029,1284,Bakhshi Kar,27,M,A2
2030,1285,Daniel Comar,70,M,A1
2031,1287,Idika Yohannan,65,F,A1
2032,1288,Dhriti Desai,64,M,A1
2033,1289,Kamya Mall,44,M,A1
2034,1290,Kevin Golla,53,F,A1
2035,1290,Sanya Borra,27,M,A2
2036,1291,Matthew Trivedi,44,M,A1
2037,1291,Zayan Rajagopal,21,M,A2
2038,1291,Lucky Bal,62,M,A3
2039,1292,Victor Narula,67,F,A1
2040,1293,Chandran Varughese,46,M,A1
2041,1293,Vedhika Shenoy,55,M,A2
2042,1293,Advika Shukla,49,M,A3
2043,1294,Pranit Amble,68,M,A1
2044,1294,Vasudha Tailor,68,M,A2
2045,1294,Raagini Tailor,20,M,A3
2046,1295,Harini Sibal,30,M,A1
2047,1295,Rachita Maharaj,42,M,A2
2048,1295,Zinal Nath,64,M,A3
2049,1295,Rehaan Garg,53,M,A4
2050,1296,Om Patil,63,M,A1
2051,1297,Abhiram Cherian,65,M,A1
2052,1298,Nicholas Korpal,24,M,A1
2053,1299,Aadi Lala,54,M,A1
2054,1300,Vansha Mane,50,M,A1
2055,1300,Anirudh Kata,59,M,A2
2056,1300,Chandresh Chad,67,F,A3
2057,1300,Yatan Prabhakar,70,M,A4
2058,1301,Baljiwan Nagi,21,M,A1
2059,1302,Kai Raman,63,M,A1
2060,1302,Tejas Vora,51,M,A2
2061,1302,Advaith Aurora,56,M,A3
2062,1303,Sai Sandal,37,M,A1
2063,1304,Radhika Mistry,45,M,A1
2064,1304,Ryan Chaudhary,18,M,A2
2065,1304,Ikshita Majumdar,56,M,A3
2066,1304,Jackson Hegde,63,M,A4
2067,1305,Azad Sami,41,M,A1
2068,1306,Ranbir Gera,16,M,A1
2069,1306,Qadim Barman,29,F,A2
2070,1306,Bhavini Kanda,63,M,A3
2071,1306,Darika Loke,42,M,A4
2072,1307,Aadhya Sen,19,M,A1
2073,1307,Noah Parmer,46,F,A2
2074,1307,Kala Kar,18,M,A3
2075,1308,Dev Arora,57,M,A1
2076,1309,Arya Keer,25,M,A1
2077,1310,Anya Kala,22,M,A1
2078,1311,Karan Rama,41,M,A1
2079,1311,Netra Bhavsar,31,F,A2
2080,1311,Chameli Chahal,39,M,A3
2081,1311,Zansi Bandi,50,M,A4
2082,1313,Vedant Kota,17,M,A1
2083,1314,Anthony Ravel,20,F,A1
2084,1315,Yashoda Tripathi,42,M,A1
2085,1315,Falguni Kamdar,42,M,A2
2086,1316,Yutika Thakur,20,M,A1
2087,1316,Mugdha Bajwa,41,M,A2
2088,1316,Ekantika Bains,46,M,A3
2089,1317,Ekaraj Ratti,65,M,A1
2090,1319,Nidhi Manne,62,M,A1
2091,1320,Barkha Parmer,62,T,A1
2092,1321,Aarna Wali,59,M,A1
2093,1321,Anita Kata,62,M,A2
2094,1321,Yatan Bhagat,26,M,A3
2095,1322,Tristan Comar,36,F,A1
2096,1322,Charles Chauhan,23,M,A2
2097,1323,Nitara Misra,16,M,A1
2098,1324,Chaman Mistry,37,M,A1
2099,1325,Gaurang Borra,30,F,A1
2100,1325,Aarnav Sampath,29,M,A2
2101,1326,Anay Khatri,58,M,A1
2102,1327,Lakshmi Gour,69,M,A1
2103,1328,Nicholas Prakash,43,M,A1
2104,1328,Nikita Bahl,19,M,A2
2105,1329,Daniel Krish,57,M,A1
2106,1329,Saumya Acharya,47,M,A2
2107,1330,Pavani Kumer,51,F,A1
2108,1331,Mugdha Magar,50,F,A1
2109,1332,Max Hora,35,M,A1
2110,1332,Vihaan Sangha,44,M,A2
2111,1332,Lakshmi Rau,61,M,A3
2112,1333,Aahana Grewal,53,M,A1
2113,1333,Qarin Gandhi,35,M,A2
2114,1333,Kabir Apte,50,M,A3
2115,1333,Omaja Rao,65,M,A4
2116,1334,Mohammed Kota,63,M,A1
2117,1334,Ekani Sood,61,F,A2
2118,1338,Ekavir Kalla,46,M,A1
2119,1338,Jagat Badal,16,F,A2
2120,1338,Zaitra Tandon,24,M,A3
2121,1338,Max Singhal,64,M,A4
2122,1339,Nathaniel Deshmukh,69,M,A1
2123,1340,Vedhika Sandhu,69,M,A1
2124,1341,Aayush Chada,50,M,A1
2125,1342,Michael Mannan,36,M,A1
2126,1342,Dayita Kota,47,F,A2
2127,1343,Nidhi Chatterjee,35,M,A1
2128,1343,Charles Taneja,62,M,A2
2129,1344,Praneel Bath,29,M,A1
2130,1344,Gauri Bobal,32,M,A2
2131,1345,Bhavini Acharya,30,F,A1
2132,1346,Divya Bhatti,31,F,A1
2133,1346,Upma Sachdev,24,M,A2
2134,1347,Indira Rajagopal,20,M,A1
2135,1348,Ekani Seth,57,F,A1
2136,1348,Anika Ramanathan,28,M,A2
2137,1349,Advay Korpal,29,M,A1
2138,1350,Meera Dyal,46,M,A1
2139,1351,Ekanta Dugar,57,M,A1
2140,1351,Gautam Raja,44,F,A2
2141,1352,Ranveer Sidhu,68,M,A1
2142,1352,Adya Bail,53,F,A2
2143,1353,Tristan Brar,55,F,A1
2144,1353,Ryan Dhillon,50,M,A2
2145,1355,Andrew Murthy,41,M,A1
2146,1355,Upma Amble,27,M,A2
2147,1356,Madhavi Borah,42,M,A1
2148,1357,Kevin Reddy,27,M,A1
2149,1358,Charvi Babu,61,M,A1
2150,1359,Maya Khalsa,19,M,A1
2151,1360,Pushti Lata,57,F,A1
2152,1360,Jai Apte,30,M,A2
2153,1361,Arin Lala,20,M,A1
2154,1362,Benjamin Bawa,61,M,A1
2155,1362,Caleb Deol,65,M,A2
2156,1363,Baghyawati Mangal,65,M,A1
2157,1364,Mitali Ravi,23,M,A1
2158,1365,Lajita Arora,56,M,A1
2159,1365,Nilima Chauhan,70,M,A2
2160,1365,Liam Mukherjee,52,M,A3
2161,1366,Ronith Pandit,67,F,A1
2162,1366,Jasmit Thaman,44,M,A2
2163,1366,Avi Bobal,25,M,A3
2164,1366,Rushil Agrawal,53,M,A4
2165,1367,Ria Bhatia,27,M,A1
2166,1367,Kai Gola,18,M,A2
2167,1367,Chasmum Borde,27,F,A3
2168,1368,Unni Bhagat,38,M,A1
2169,1369,Robert Naidu,52,M,A1
2170,1370,Alka Konda,43,M,A1
2171,1370,Harish Grewal,22,M,A2
2172,1370,Atharv Parsa,30,M,A3
2173,1371,Quincy Deol,66,M,A1
2174,1371,Wriddhish Gade,65,M,A2
2175,1372,Laban Khare,46,M,A1
2176,1372,Anthony Chandra,28,M,A2
2177,1373,Manthan Andra,63,M,A1
2178,1373,Garima Nagi,31,M,A2
2179,1373,Falguni Luthra,24,M,A3
2180,1374,Ayushman Aggarwal,57,M,A1
2181,1374,Bhavani Korpal,37,T,A2
2182,1375,Samar Borra,64,M,A1
2183,1376,Kritika Banerjee,55,M,A1
2184,1378,Qushi Dutta,34,M,A1
2185,1378,Balveer Konda,47,M,A2
2186,1379,Barkha Sem,53,M,A1
2187,1380,Akshay Manda,53,M,A1
2188,1380,Luke Saha,32,M,A2
2189,1381,Naksh Walla,16,M,A1
2190,1381,Hemang Narayan,34,F,A2
2191,1382,Laksh Hans,25,F,A1
2192,1382,Widisha Mital,69,M,A2
2193,1383,Kabir Jayaraman,21,M,A1
2194,1383,Vasudha Bhardwaj,54,M,A2
2195,1383,Bina Bir,21,M,A3
2196,1384,Damini Sibal,21,F,A1
2197,1384,Mahika Bakshi,39,M,A2
2198,1384,Yutika Sangha,65,M,A3
2199,1384,Amruta Ram,46,M,A4
2200,1385,Omisha Chacko,63,F,A1
2201,1385,Nandini Deo,26,M,A2
2202,1386,Mohini Naidu,25,F,A1
2203,1386,Jagrati Tak,25,F,A2
2204,1386,Harish Gera,60,T,A3
2205,1387,Ishanvi Bora,27,M,A1
2206,1388,Ekapad Vala,46,M,A1
2207,1389,Devansh Sethi,18,M,A1
2208,1390,Azaan Mall,33,M,A1
2209,1391,Imaran Kadakia,16,M,A1
2210,1391,Lopa Madan,57,M,A2
2211,1391,Chanchal Nadkarni,49,F,A3
2212,1391,Ucchal Jayaraman,34,M,A4
2213,1392,Chakradev Dey,51,M,A1
2214,1393,Utkarsh Char,62,M,A1
2215,1393,Tripti Sinha,26,M,A2
2216,1394,Nathan Jaggi,66,M,A1
2217,1395,Yash Kannan,55,M,A1
2218,1396,Zaitra Kadakia,29,M,A1
2219,1396,Sachi Hans,16,M,A2
2220,1396,Leena Rau,62,M,A3
2221,1397,Janaki Oak,61,M,A1
2222,1397,Oeshi Bajaj,32,M,A2
2223,1397,Michael Keer,31,F,A3
2224,1397,Triveni Dhawan,38,M,A4
2225,1398,Priya Mutti,52,M,A1
2226,1398,Sara Bhakta,45,M,A2
2227,1399,Turvi Varkey,61,M,A1
2228,1400,Oliver Ravel,34,M,A1
2229,1401,Mohini Buch,16,M,A1
2230,1402,Gauri Chakrabarti,43,M,A1
2231,1402,Mohammed Zacharia,40,M,A2
2232,1403,Champak Sha,67,M,A1
2233,1403,Theodore Srivastava,21,M,A2
2234,1403,Maanas Ram,56,F,A3
2235,1403,Udarsh Maharaj,29,M,A4
2236,1404,Triveni Vaidya,49,M,A1
2237,1404,Zilmil Kar,32,M,A2
2238,1404,Hamsini Pandya,31,M,A3
2239,1404,Agastya Sur,34,M,A4
2240,1406,Deepa Pillai,54,M,A1
2241,1407,Ishaan Nair,34,F,A1
2242,1407,Falan Barad,46,M,A2
2243,1408,Yauvani Manne,47,M,A1
2244,1408,Nisha Solanki,55,M,A2
2245,1409,Eiravati Srinivasan,37,M,A1
2246,1409,Wishi Toor,27,M,A2
2247,1410,Baljiwan Deshpande,52,M,A1
2248,1411,Idika Kumar,49,M,A1
2249,1411,Rachita Ramachandran,67,M,A2
2250,1412,Fitan Sur,67,M,A1
2251,1413,Yochana Chandra,32,M,A1
2252,1414,Bhavna Bal,18,M,A1
2253,1414,Jeremiah Wason,23,F,A2
2254,1414,Bhavya Khurana,62,M,A3
2255,1414,Ayush Doshi,68,M,A4
2256,1415,Jatin Purohit,44,F,A1
2257,1416,Azad Desai,33,M,A1
2258,1418,Nitesh Kakar,63,M,A1
2259,1418,Inaya Bhatnagar,47,M,A2
2260,1418,Daksha Rana,40,M,A3
2261,1418,Radha Mohanty,68,M,A4
2262,1419,Ishanvi Raj,70,M,A1
2263,1419,Ishani Dugar,40,M,A2
2264,1420,Aarnav Gola,21,M,A1
2265,1421,Upasna Khosla,33,M,A1
2266,1422,Manthan Parmar,30,M,A1
2267,1422,Ishwar Lad,48,M,A2
2268,1423,Bhavika Kohli,28,M,A1
2269,1423,Warhi Saran,20,M,A2
2270,1423,Girish Varkey,41,M,A3
2271,1423,Charles Wadhwa,36,M,A4
2272,1424,Ekta Chanda,67,M,A1
2273,1425,Nidra Vohra,46,M,A1
2274,1426,Rohan Arora,16,M,A1
2275,1426,Bahadurjit Bera,51,M,A2
2276,1427,Netra Rege,59,M,A1
2277,1427,Balhaar Chauhan,49,M,A2
2278,1427,Faqid Kunda,16,F,A3
2279,1428,Vincent De,67,M,A1
2280,1428,Patrick Batta,34,M,A2
2281,1429,Shaurya Kapoor,34,M,A1
2282,1430,Yagnesh Kumar,62,M,A1
2283,1430,Nisha Mander,21,F,A2
2284,1431,Abdul Ghose,54,M,A1
2285,1431,Yauvani Sani,23,M,A2
2286,1431,Reyansh Loyal,56,M,A3
2287,1431,Chatura Parikh,46,F,A4
2288,1432,Urmi Kata,52,M,A1
2289,1433,Vinaya Ramakrishnan,31,M,A1
2290,1433,Kala Koshy,70,M,A2
2291,1433,Omaja Saha,63,M,A3
2292,1434,Riya Madan,50,M,A1
2293,1435,Bimala Jain,32,M,A1
2294,1435,Wakeeta Dora,60,M,A2
2295,1436,Nirja Narasimhan,64,F,A1
2296,1437,Faras Sagar,64,M,A1
2297,1437,Irya Kapur,36,M,A2
2298,1437,Harrison Ramesh,45,M,A3
2299,1437,Triya Chakrabarti,25,F,A4
2300,1438,Aayush Chandran,56,M,A1
2301,1439,Qarin Naik,60,M,A1
2302,1440,Triveni Dewan,59,F,A1
2303,1441,Brinda Sharma,18,M,A1
2304,1441,Nimrat Seth,46,M,A2
2305,1442,Ayaan Comar,42,M,A1
2306,1442,Yatin Magar,42,M,A2
2307,1442,Finn Hayer,31,M,A3
2308,1445,Barkha Chacko,19,M,A1
2309,1447,Sai Kuruvilla,32,M,A1
2310,1448,Ekiya Srivastava,19,F,A1
2311,1449,Amol Deshmukh,66,M,A1
2312,1450,Rajata Soni,36,M,A1
2313,1450,Vritti Rai,55,M,A2
2314,1450,Priya Guha,67,M,A3
2315,1451,Jagat Pall,18,M,A1
2316,1452,Geetika Ganesh,27,M,A1
2317,1452,Parth Taneja,42,M,A2
2318,1453,Yashawini Kant,22,M,A1
2319,1453,Azaan Pingle,65,M,A2
2320,1454,Januja Thaman,16,F,A1
2321,1456,Arin Basak,68,M,A1
2322,1456,Chaitaly Maharaj,28,M,A2
2323,1456,Tristan Ahluwalia,65,M,A3
2324,1456,Yashodhara Sama,30,M,A4
2325,1458,Yachana Choudhry,62,M,A1
2326,1459,Agastya Wason,37,M,A1
2327,1459,Urishilla Narain,67,M,A2
2328,1460,Harsh D’Alia,42,F,A1
2329,1461,Abhimanyu Sarkar,21,M,A1
2330,1461,Jacob Parsa,66,M,A2
2331,1462,Elijah Bajwa,52,M,A1
2332,1464,Hemangini Tank,16,M,A1
2333,1464,Utkarsh Shetty,61,M,A2
2334,1464,Madhav Chatterjee,24,M,A3
2335,1466,Alexander Purohit,54,M,A1
2336,1467,Sachi Bassi,47,M,A1
2337,1468,Dalbir Dey,65,M,A1
2338,1469,Wishi Gole,57,M,A1
2339,1472,Arunima Gala,28,M,A1
2340,1472,Sneha Bhat,69,M,A2
2341,1472,Tanay Kant,58,F,A3
2342,1473,Lila Kara,61,M,A1
2343,1473,Ati Bahri,34,M,A2
2344,1475,Peter Dar,60,M,A1
2345,1476,Jonathan Pant,58,F,A1
2346,1476,Tanveer Dara,70,M,A2
2347,1476,Naksh Tella,41,M,A3
2348,1476,Chasmum Wali,67,M,A4
2349,1477,Siddharth Prakash,26,M,A1
2350,1478,Qushi Chaudhary,31,M,A1
2351,1482,Osha Sangha,62,M,A1
2352,1483,Ekani Sood,19,M,A1
2353,1483,Niharika Borah,16,M,A2
2354,1484,Riya Bajwa,47,M,A1
2355,1484,Vanya Sane,48,M,A2
2356,1484,Gautami Korpal,30,T,A3
2357,1486,Fiyaz Mangal,70,M,A1
2358,1487,Yagnesh Bora,49,F,A1
2359,1487,Luke Lad,53,F,A2
2360,1487,Hemangini Thakkar,35,M,A3
2361,1488,Watika Sachar,28,M,A1
2362,1490,Qadim Mammen,22,M,A1
2363,1490,Hemani Kannan,38,M,A2
2364,1491,Yasti Memon,20,M,A1
2365,1492,Divya Ahluwalia,50,M,A1
2366,1492,Kai Sahota,45,M,A2
2367,1492,Leela Walla,56,M,A3
2368,1493,Ekaja Bains,49,M,A1
2369,1493,Tanveer Kurian,56,M,A2
2370,1493,Lakshit Bora,34,M,A3
2371,1497,Sai Agrawal,24,F,A1
2372,1497,Ekalinga Devi,23,M,A2
2373,1498,Samarth Kala,27,M,A1
2374,1498,Siya Raj,31,M,A2
2375,1498,Yashodhara Ganesan,62,M,A3
2376,1498,Wishi Chada,49,F,A4
2377,1499,Kala Chander,29,M,A1
2378,1500,Chanakya Kalita,18,M,A1
