AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
98232,58759,Jeffrey Butler,24,M,A6
98233,4826,Anthony Roberts,33,M,A9
98234,51380,Jesse Cox,27,M,A8
98235,71543,James Sampson,19,M,A4
98236,80387,Kristen Hansen,61,M,A9
98237,65298,Shannon Nixon,42,M,A8
98238,99936,James Garcia,58,M,A3
98239,84344,Joseph Matthews,18,M,A4
98240,19878,Miranda Aguirre,69,M,A7
98241,1109,Devon Jones,19,M,A5
98242,19440,Samuel Johnson,57,T,A8
98243,17882,Amy Bridges,72,F,A6
98244,23901,Nicole Evans,55,F,A6
98245,95589,Kyle Riddle,24,M,A2
98246,2794,Lisa Jenkins,34,M,A5
98247,31146,Brent Stanton,48,M,A7
98248,45946,Brandy Martinez,44,M,A7
98249,32026,Daniel Holloway,39,M,A9
98250,83041,Martha Powers,72,M,A9
98251,29378,Tiffany Johns,23,F,A5
98252,40330,Nicole Maxwell,15,M,A3
98253,87092,John Rocha,69,M,A9
98254,60650,James Thompson,67,M,A8
98255,1720,Martin Cunningham,38,M,A9
98256,29794,Christina Miller,59,M,A7
98257,71954,Corey Jackson,59,M,A6
98258,40819,Yvonne Gutierrez,21,M,A6
98259,57441,Peter Griffin,48,M,A8
98260,87877,Lindsey Davis,21,M,A5
98261,18776,Kelly Castro,57,M,A7
98262,16352,Samantha Wallace,15,M,A1
98263,47166,Sara Mcpherson,21,F,A1
98264,88101,Charles Smith,60,M,A6
98265,41741,Sarah Peck,59,F,A2
98266,64230,Kenneth Nixon,45,M,A8
98267,57754,Elizabeth Taylor,66,F,A8
98268,10727,Michelle Delacruz,44,M,A6
98269,24610,Alan Holt,64,M,A3
98270,29082,Joseph Davis,47,M,A1
98271,40924,Danny Ellis,37,M,A1
98272,70264,Kelly Mendez,41,M,A9
98273,89974,April Rodriguez,27,F,A3
98274,27912,Michelle Frost,72,M,A3
98275,75884,William Roberts,43,M,A1
98276,32071,Julie Roman,18,M,A1
98277,41079,Jessica Carter,51,M,A3
98278,52083,Amanda Hayes,31,M,A3
98279,10486,Todd Flores,77,M,A4
98280,93598,Nicole Thompson,26,M,A4
98281,38915,Curtis Anderson,18,M,A6
98282,51363,James Armstrong,62,M,A4
98283,52188,Randall Riley,27,M,A7
98284,66522,Sandra Anderson,67,M,A4
98285,7267,Jennifer Hines,60,M,A7
98286,13784,Steve Johnson,43,F,A3
98287,72183,Jeanette Williams,23,M,A8
98288,58894,Tracy Arnold,28,M,A7
98289,34028,Stacy Byrd,19,F,A2
98290,47655,Bryce Johnson,29,M,A8
98291,32094,Catherine Hill,24,M,A8
98292,32987,Meghan Daugherty,48,M,A7
98293,92353,Kim Martinez,54,M,A5
98294,57141,John Campbell,24,M,A9
98295,62057,Kevin Moore,77,M,A6
98296,69959,Brianna King,78,M,A9
98297,9160,Thomas Barker,57,M,A8
98298,8158,Christian Murray,33,F,A9
98299,42606,Wendy Harding,50,M,A9
98300,83170,Yolanda Jennings,32,M,A8
98301,95762,Rebecca Owens,65,M,A4
98302,57347,Timothy Mcdowell,77,M,A8
98303,32080,William Everett,67,M,A6
98304,61217,Crystal Smith,32,M,A3
98305,36863,Brandy Rodriguez,27,M,A1
98306,71142,Suzanne Wolfe,37,M,A5
98307,62367,Michael Johnson,29,M,A5
98308,92613,Jennifer Moss,25,M,A1
98309,69023,Amy Barton,57,M,A4
98310,31509,Joy Chaney,30,M,A3
98311,95461,Jennifer Lopez,39,M,A5
98312,13223,Samuel Mitchell,42,T,A8
98313,60592,Sarah Wagner,20,M,A3
98314,65415,Cynthia Short,41,M,A7
98315,84959,Justin Lloyd,74,M,A1
98316,69795,Terrance Guzman,31,M,A2
98317,11677,Brandon Baker,30,M,A2
98318,22131,Christopher Jensen,60,M,A5
98319,71778,Angela Young,35,M,A5
98320,34396,Stephanie Shaw,25,M,A3
98321,80020,Reginald Wilson,74,M,A4
98322,60341,Jessica Floyd,37,M,A2
98323,37810,Lisa Villanueva,14,M,A4
98324,49358,Karen Anderson,22,F,A5
98325,31319,Christopher King,30,M,A4
98326,46737,Robert Ellis,79,M,A2
98327,82732,Tammy Rodriguez,56,M,A9
98328,90096,Teresa Flowers,45,M,A2
98329,33673,Lisa Watkins,15,F,A8
98330,90892,Tina Morgan,54,M,A5
98331,13432,Chelsea Carlson,37,M,A9
98332,79538,Claudia White,68,F,A2
98333,15526,Barbara Cruz,75,F,A3
98334,9127,Julia Brown,73,F,A9
98335,1662,Tiffany Marks,48,M,A2
98336,54190,Joseph Price,45,M,A1
98337,92755,Joseph Holt,75,M,A4
98338,74008,Corey Cooper,79,M,A5
98339,83479,Michele Davis,50,F,A6
98340,28845,Bradley Benitez,71,M,A1
98341,57570,John Russell,19,M,A7
98342,29133,Edward Perkins,59,T,A4
98343,26576,Sean Nguyen,31,M,A7
98344,67182,Morgan Walker,70,M,A8
98345,69789,Tracy Middleton,35,M,A6
98346,98683,Natasha Smith,19,M,A9
98347,34838,Jared Miller,29,M,A8
98348,6448,Samuel Huff,66,M,A8
98349,8281,Kathy Garza,69,M,A1
98350,33707,Christopher Young,31,M,A6
98351,34758,Brittney Simmons,78,M,A7
98352,89273,Melissa Mitchell,19,M,A9
98353,10678,April Miller,22,M,A4
98354,16933,David Hayes,36,M,A4
98355,24020,Dawn Thompson,16,F,A5
98356,30129,Destiny Cowan,18,F,A1
98357,15310,Timothy Mahoney,32,F,A3
98358,48635,Cody Clark,27,F,A4
98359,54504,Audrey Yates,32,M,A9
98360,22329,Christopher Morse,70,M,A7
98361,50641,Gregory Bush,61,M,A3
98362,51975,Sharon Evans,77,F,A2
98363,23359,Michele Miller,24,M,A4
98364,86792,Julie Brooks,39,M,A3
98365,50107,Tammy Smith,51,M,A1
98366,38024,Sara Wilson,64,M,A4
98367,33372,Ricardo Davis,71,M,A7
98368,56834,Cassie Suarez,46,M,A2
98369,31679,Kevin Lee,23,M,A5
98370,9496,Kimberly Torres,27,M,A9
98371,40291,Haley Sims,33,M,A2
98372,22306,Allison Webb,79,M,A3
98373,59852,Felicia Woods,58,M,A9
98374,42833,Julie Smith,46,M,A1
98375,79634,Samantha Moore,63,M,A7
98376,3309,Anna Mcpherson,29,M,A6
98377,65831,Hannah Martin,39,M,A9
98378,69825,Marc Holland,63,M,A4
98379,65097,Thomas Mills,59,M,A2
98380,9632,Sharon Mckinney,39,M,A4
98381,80592,Jenny Barrett,28,M,A1
98382,15474,Stephen Howard,67,M,A5
98383,51355,Debbie Fernandez,55,M,A1
98384,11373,Larry Blanchard,75,M,A2
98385,3203,Christopher Day,25,F,A1
98386,86484,Jacqueline Gutierrez,34,M,A4
98387,57654,Grace Randolph,31,M,A9
98388,60874,Aaron Miller,43,M,A4
98389,11391,Nicole Singh,34,M,A2
98390,36864,Jennifer Roth,35,M,A4
98391,55973,Kendra Harmon,24,M,A4
98392,45398,Steven Barrett,16,M,A3
98393,38055,Mike Carlson,39,M,A2
98394,78789,Kelly Nunez,19,M,A7
98395,20159,Steven Mccall,47,M,A8
98396,16231,Kyle Wyatt,38,M,A3
98397,88481,Kelsey Clark,22,M,A9
98398,58734,Spencer Johnston,32,M,A8
98399,39152,Kevin Gordon,62,M,A6
98400,10464,Jasmine Nunez,17,M,A5
98401,82212,Joel Gonzalez,66,M,A2
98402,43832,Mary Garrett,68,M,A1
98403,40289,Ryan Garcia,47,M,A5
98404,90834,Jason Dickerson,79,M,A7
98405,24803,Julia Mills,51,M,A5
98406,82847,Mary Williams,54,M,A6
98407,46372,Chelsea White,79,M,A8
98408,79150,Bryce Mendoza,29,M,A8
98409,23859,Brittney Garcia,69,M,A9
98410,43838,Holly Perez,26,M,A3
98411,19160,Sheila Walton,57,M,A8
98412,91344,Chelsea Cortez,33,M,A7
98413,24008,Amy Hernandez,51,M,A7
98414,28264,Curtis Green,56,M,A5
98415,37271,Elijah Anderson,65,M,A3
98416,71055,Roberta Davis,26,F,A9
98417,42961,Kyle Eaton,41,M,A1
98418,47578,Robert Flores,47,M,A9
98419,90836,John Johnson,60,M,A2
98420,96918,Tommy Watkins,74,F,A3
98421,49681,Jeffery Ferguson,27,M,A2
98422,95834,Jeremy Gutierrez,34,M,A6
98423,12204,Jasmine Holland,35,M,A7
98424,2891,Daniel Long,64,M,A9
98425,58269,Erica Marshall,28,M,A2
98426,92070,Lisa Hernandez,51,M,A1
98427,12846,Christopher Anthony,19,M,A1
98428,55396,Nicole Maldonado,30,M,A1
98429,34557,Kathryn Young,75,M,A7
98430,84355,Albert Clay,61,M,A2
98431,82549,Kevin Prince,19,F,A6
98432,37969,John Brown,64,F,A5
98433,24791,Kevin Berry,23,M,A2
98434,70480,Julie Ferguson,43,M,A4
98435,23667,Lisa Dennis,60,M,A1
98436,12970,Krystal Grant,35,M,A9
98437,60323,Kimberly Brown,22,M,A6
98438,50161,Erik Garza,42,M,A3
98439,77361,Jose Douglas,64,M,A1
98440,1360,Sheri Miller,30,M,A5
98441,29301,Joseph Harvey,41,F,A9
98442,59042,Ricky Martin,71,M,A5
98443,44411,Catherine Henderson,67,M,A2
98444,28954,Jared Newman,41,M,A1
98445,79968,Alicia Joyce,67,M,A1
98446,33297,Jason Morris,45,M,A8
98447,79858,Yvonne Gentry,71,F,A2
98448,10069,Mark Hunt,52,M,A8
98449,58948,Wanda Mclaughlin,42,F,A2
98450,56320,Brandon Ellis,69,M,A7
98451,86537,Randy Shaw,55,M,A6
98452,26921,Robert Carter,69,M,A4
98453,20947,Jennifer Torres,51,M,A7
98454,452,David Kim,72,M,A1
98455,95597,Stacy Chambers,65,M,A1
98456,51765,Erin Chavez,23,M,A1
98457,69122,Lance James,44,M,A9
98458,7877,Sheena Moss,18,M,A5
98459,81281,Barbara Clark,73,M,A1
98460,42155,Bobby Schneider,28,M,A5
98461,72150,Vincent Burns,16,M,A2
98462,13175,Bryan Johnson,56,F,A1
98463,68381,Theodore Gilmore,28,M,A6
98464,294,John Rodriguez,17,M,A9
98465,5740,Christopher Briggs,29,M,A4
98466,49523,Bradley Yang,36,M,A8
98467,92691,Diamond Thomas,56,M,A8
98468,63068,Michael Carter,17,M,A7
98469,45444,Angela Turner,21,M,A1
98470,28780,Heather Obrien,64,M,A6
98471,87337,Angela Johnson,53,M,A2
98472,52034,Samuel Parrish,27,M,A7
98473,15299,Lynn Hunt,26,M,A7
98474,59244,Cynthia French,45,M,A4
98475,27873,Janet Moreno,56,M,A3
98476,25893,Yvonne Forbes,75,M,A5
98477,9669,Dominic Rodriguez,31,F,A6
98478,10599,Yvonne Johnson,54,M,A1
98479,81744,Chelsea Perry,33,M,A7
98480,1878,Thomas Thomas,61,M,A5
98481,86335,Joseph Davis,42,M,A1
98482,37293,Randall Ruiz,59,F,A6
98483,30507,Gregory Smith,71,M,A8
98484,49319,Danielle Thomas,31,M,A9
98485,13887,Cynthia Perry,40,F,A8
98486,44946,Jill Obrien,32,M,A9
98487,5765,Rodney Johnson,58,M,A2
98488,78592,Michelle Watson,18,M,A1
98489,11219,Robert Lee,38,M,A9
98490,32116,James Johns,79,M,A9
98491,32070,Tina Miller,48,M,A2
98492,71461,Ricky Davis,35,M,A1
98493,53376,Andrea Hughes,17,F,A9
98494,17064,Benjamin Hudson,64,M,A7
98495,89168,Courtney Wright,59,F,A7
98496,6451,Sharon Decker,17,M,A6
98497,90149,Louis Brown,60,M,A7
98498,90087,Christopher Alvarez,68,M,A6
98499,63805,John Case,19,M,A2
98500,65600,Deborah Howard,77,M,A3
98501,69187,Julie Harper,14,M,A3
98502,88630,Mitchell Colon,38,M,A9
98503,44528,Christopher Alvarez,62,M,A5
98504,76926,Michelle Crawford,68,M,A2
98505,40345,Kelly Molina,77,M,A1
98506,807,Kristen Romero,65,M,A3
98507,22002,Christina Clark,27,M,A8
98508,84525,Christopher Harrison,70,M,A4
98509,85299,Bethany Roberson,65,F,A5
98510,9379,Tracy Cox,25,M,A4
98511,195,Bonnie Spencer,75,F,A8
98512,93170,Brian Le,33,M,A5
98513,38042,Jorge Mclean,61,M,A2
98514,75205,Morgan Johnson,29,M,A9
98515,29618,Michael Marshall,59,F,A4
98516,65304,Ronald Brown,71,M,A6
98517,44023,Amanda Torres,47,M,A5
98518,91569,Kevin Holland,37,M,A7
98519,68997,Heidi Cruz,64,F,A8
98520,30758,Jason Harris,23,M,A5
98521,43632,William Olson,46,M,A2
98522,83119,Danielle Hall,31,M,A3
98523,54371,Chad Christian,39,M,A2
98524,71352,Derek Hill,65,F,A5
98525,68084,Peggy Johns,28,M,A4
98526,1922,Lynn Davidson,52,M,A5
98527,8063,Jacob Buckley,19,M,A5
98528,21751,James Garza,53,M,A8
98529,10034,James Torres,73,M,A5
98530,91008,Nicole Bryant,46,M,A8
98531,47756,Cheryl Matthews,40,M,A8
98532,51579,Lisa Haynes,19,M,A2
98533,3598,John Rhodes,61,M,A7
98534,61780,Marcus Schmidt,18,M,A2
98535,82174,James Jenkins,45,F,A3
98536,41344,Christine Warren,17,M,A2
98537,21227,Andrea Stewart,61,M,A3
98538,63535,Suzanne Medina,72,M,A4
98539,58467,Pamela Choi,70,M,A9
98540,25100,Kristy Frye,39,M,A3
98541,68552,Andrea Baker,33,M,A3
98542,76808,Dana Mills,36,M,A2
98543,16926,Gregory Fisher,50,F,A9
98544,98447,Derrick Taylor,28,M,A6
98545,19126,Matthew Baldwin,38,F,A5
98546,71990,Steven Luna,30,M,A2
98547,68607,Joshua Kelley,68,M,A1
98548,9707,Jorge Hernandez,41,M,A7
98549,58116,Samantha Moreno,23,M,A9
98550,98789,Nathan Parker,65,M,A1
98551,99474,Joseph Bowen,40,F,A5
98552,76293,Keith Burton,70,M,A2
98553,70287,Jacob Jackson,43,M,A6
98554,24963,Jackie Ortega,78,M,A1
98555,19712,Kenneth Flores,19,M,A7
98556,31511,Barbara Thompson,15,F,A2
98557,325,John Davis,16,M,A7
98558,97077,Chelsea Nguyen,25,M,A7
98559,96283,Alexander Mccormick,41,M,A6
98560,51728,Allison Brooks,20,M,A4
98561,46910,Kathryn Oliver,51,M,A9
98562,89835,Melanie Hayes,55,M,A9
98563,57572,Julie Gray,23,M,A3
98564,40572,Amanda Turner,23,M,A5
98565,14547,Manuel Tucker,20,M,A8
98566,45486,Todd Hampton,71,F,A8
98567,48949,Megan Long,71,M,A1
98568,57836,Darren Randall,54,M,A8
98569,50484,Victoria Gregory,72,M,A4
98570,29482,Tonya Davis,14,M,A6
98571,83576,Laura Howard,56,M,A6
98572,80131,Michelle Chen,78,M,A1
98573,16238,Tyler Joyce,14,M,A1
98574,92507,Jason Perry,21,F,A8
98575,42648,Charles Adams,60,M,A2
98576,27686,Timothy Cannon,63,M,A9
98577,93219,Cassie Watson,79,M,A8
98578,86303,Peter Nguyen,46,F,A3
98579,95024,Crystal Butler,49,M,A7
98580,69433,Megan Li,76,F,A1
98581,12174,Cody Jones,17,M,A3
98582,78356,James Mayer,42,M,A3
98583,47404,Wayne Cook,73,M,A5
98584,70099,Lisa Phillips,16,M,A1
98585,44967,Tanya Boyd,76,M,A5
98586,22842,William Ford,47,M,A3
98587,60991,Jennifer Harris,69,M,A6
98588,50341,Jennifer Todd,77,M,A7
98589,59228,David Thompson,22,M,A5
98590,92918,Anna Floyd,57,M,A6
98591,40191,Barbara Ho,69,M,A5
98592,27440,Martin Cohen,76,M,A9
98593,42574,Allison Young,22,M,A9
98594,75524,Brittany Meyer,16,F,A1
98595,28311,Susan Johns,57,M,A7
98596,65874,Joseph Johnson,35,F,A3
98597,48933,Amanda Hernandez,14,M,A3
98598,60840,Anthony Brown,47,M,A7
98599,31105,Aaron Wilson,47,M,A3
98600,19736,Tiffany Scott,60,M,A9
98601,6448,Linda Stewart,43,M,A7
98602,25294,Joshua Roberts,14,M,A8
98603,63352,Michelle Howard,63,M,A3
98604,20244,Courtney Woodward,17,M,A5
98605,53761,Kirk Young,21,F,A8
98606,78553,Claudia Garcia,19,M,A5
98607,11273,John Johnston,74,M,A4
98608,82987,Austin Montes,49,M,A6
98609,75329,John Powers,46,M,A2
98610,36654,Andrea Hill,55,M,A7
98611,74345,James Brown,76,M,A5
98612,96616,Vanessa Knox,50,M,A8
98613,55199,Joel Swanson,30,M,A9
98614,47200,Samantha Moon,73,F,A7
98615,99254,Joseph Turner,24,M,A3
98616,88444,Keith Henderson,29,M,A1
98617,585,Sabrina Arnold,47,M,A5
98618,274,Samuel Jackson,78,M,A3
98619,7972,Ryan Miller,71,M,A7
98620,19829,Kelly Hardin,29,M,A4
98621,54810,Brian Rodriguez,21,M,A8
98622,92595,Erica Evans,62,T,A4
98623,68173,Karen Wright,66,M,A2
98624,71478,Marc Ortiz,50,M,A1
98625,79328,Paul Conley,54,M,A9
98626,65468,Diane Walter,40,M,A5
98627,4972,Jennifer Richardson,73,M,A6
98628,26469,Mary Dean,47,M,A4
98629,50960,Andrea Warner,68,M,A7
98630,78568,Mason Miles,77,M,A5
98631,20643,Catherine Watson,31,M,A2
98632,99516,Rita Huynh,24,M,A2
98633,52747,Bruce Jones,32,M,A8
98634,576,Spencer Clark,75,M,A2
98635,41820,Jennifer Wilson,51,M,A8
98636,61524,Jacob Moon,24,M,A5
98637,85352,Christine Ray,37,M,A8
98638,94790,Thomas Andrade,53,M,A9
98639,47343,Scott Myers,73,M,A3
98640,40843,David Graham,67,M,A9
98641,15455,Michael Armstrong,27,M,A2
98642,53514,Joseph Smith,77,F,A3
98643,73121,Nicholas Lee,50,F,A8
98644,95861,Kayla Roberts,23,M,A8
98645,33123,Christopher Lloyd,55,M,A4
98646,46930,Katie Jones,67,M,A2
98647,98340,Kathy Cunningham,25,M,A2
98648,57139,Heidi Moody,72,F,A9
98649,28788,John Nichols,49,F,A8
98650,683,Ashley Walker,62,M,A6
98651,18169,Martha Roberts,15,M,A4
98652,36659,William Baird,70,M,A5
98653,35195,Dorothy Gordon,76,M,A8
98654,28793,Heather Smith,29,M,A2
98655,44383,Christopher Kelley,70,M,A2
98656,52789,Jane Cox,26,M,A3
98657,6401,Ariana Nelson,60,M,A3
98658,13236,David Torres,56,M,A4
98659,73718,Laura Dillon,40,M,A9
98660,27070,Eric Johnson,50,M,A2
98661,55070,Randy Hill,62,M,A3
98662,47554,Daniel Rodriguez,47,T,A6
98663,9848,John Schneider,52,M,A1
98664,50759,Alexandra York,33,M,A7
98665,21551,Michelle Arnold,58,M,A6
98666,26466,Manuel Sims,28,M,A5
98667,94996,Patricia Wilson,55,M,A3
98668,8279,Jacob Johns,45,M,A9
98669,43784,Robin Allen,44,M,A9
98670,94546,Kenneth Roberson,51,M,A2
98671,9569,John Charles,32,M,A4
98672,29137,Debra Dillon,75,M,A2
98673,69686,Matthew Murillo,36,M,A5
98674,90177,Madison Stephens,41,F,A8
98675,21853,Thomas Lloyd,39,M,A3
98676,20012,Jennifer Jensen,51,M,A5
98677,53849,Daniel Jones,31,M,A1
98678,49522,Jacqueline Salinas,56,M,A1
98679,96142,Ashley Wilson,29,F,A5
98680,98546,Danielle Nicholson,51,M,A8
98681,92261,April Cole,55,F,A1
98682,52386,Mitchell Johnston,37,M,A9
98683,78053,Maria Moore,69,M,A1
98684,64661,Tracy Jenkins,69,M,A6
98685,72169,Mary Taylor,41,F,A9
98686,74410,Austin Floyd,17,M,A6
98687,99356,Christopher Kent,58,M,A3
98688,5837,Jacob Garrett,26,M,A7
98689,92987,Vincent Jones,60,M,A5
98690,37293,Kiara Lang,78,M,A3
98691,20389,Jasmine Silva,65,M,A1
98692,20274,Vincent Fletcher,16,T,A3
98693,96390,Virginia Lawrence,44,M,A6
98694,89518,Katherine Thompson,35,M,A1
98695,35215,Joseph Brown,75,F,A9
98696,82470,Alexis Green,22,M,A6
98697,87712,Reginald Thomas,20,M,A2
98698,17265,Leonard Porter,33,M,A4
98699,56334,Stephen Smith,42,M,A8
98700,32515,Brandon Torres,49,M,A8
98701,93828,Nicole Garcia,31,M,A4
98702,79108,Jasmine Wyatt,29,M,A9
98703,48178,Mariah Suarez,49,F,A9
98704,16453,Karen Paul,64,M,A6
98705,41360,Megan Thornton,30,M,A6
98706,65628,Elijah Gregory,20,M,A9
98707,15005,Holly Garrett,65,M,A5
98708,72788,Robert Swanson,57,M,A7
98709,56853,Karen Roberts,61,M,A4
98710,15660,Linda Wilson,72,M,A2
98711,44942,Tricia Valdez,40,M,A6
98712,59772,Colleen Byrd,61,M,A1
98713,19629,Jane Jones,22,M,A2
98714,69650,Jonathan Jones,75,M,A6
98715,19376,Laura White,71,M,A2
98716,85824,Ricardo Callahan,72,M,A2
98717,93601,Diana Wilson,28,F,A6
98718,30621,Robert Miller,60,M,A9
98719,57317,Michael Smith,62,M,A2
98720,32368,Stacey Reilly,65,F,A6
98721,33088,Anthony Davis,44,M,A5
98722,24476,Jenna Wilson,53,M,A1
98723,91595,Eric Garrett,27,M,A2
98724,83432,Justin Marshall,74,M,A3
98725,88744,Stacey Glenn,73,F,A6
98726,72875,Cheryl Perkins,26,M,A2
98727,6131,Rodney Coleman,70,M,A3
98728,11628,Haley Morales,43,M,A4
98729,10663,Rebecca Miranda,69,M,A4
98730,78547,James Rodriguez,20,M,A5
98731,36361,Brandon Norris,68,M,A3
98732,21495,Jessica Pearson,77,M,A8
98733,11588,Brian Wheeler,51,F,A3
98734,35276,Cynthia Henry,58,M,A7
98735,63607,Kyle Hunt,16,M,A7
98736,37235,Nathaniel Mcintosh,26,M,A1
98737,25288,Brandy Joyce,72,T,A9
98738,65886,Tricia Williams,49,M,A8
98739,76337,Jackie Ho,57,M,A7
98740,6568,John Parker,58,M,A6
98741,69115,Christina Gonzalez,69,F,A1
98742,45055,James Schwartz,70,M,A3
98743,58091,Derek Brewer,16,M,A5
98744,38977,Joshua Higgins,71,M,A6
98745,38277,Jeffrey Davidson,50,M,A3
98746,57780,Michelle Harris,55,M,A3
98747,91540,Kathleen Williams,32,F,A2
98748,38948,Aaron Cox,74,F,A4
98749,18799,Bridget Ellis,60,M,A2
98750,97059,Chelsea Short,65,M,A8
98751,6771,Kristin Lyons,38,M,A5
98752,17232,Natasha Collins,33,M,A2
98753,60894,Joshua Hardy,18,M,A7
98754,11217,Anthony Houston,29,M,A3
98755,43563,Peter Burgess,49,M,A4
98756,55319,Theresa Harris,58,M,A5
98757,80892,April Andrews,65,M,A3
98758,78760,Michael Lopez,16,M,A5
98759,77184,Phillip Miller,26,F,A9
98760,65128,Steven Brooks,15,F,A9
98761,44391,Tonya Williams,46,M,A1
98762,39808,Brenda Skinner,48,M,A7
98763,60057,Amanda Smith,59,M,A7
98764,80675,Joseph Bruce,38,M,A7
98765,60286,Darlene Wilson,78,M,A9
98766,55038,Jose Flores,33,M,A5
98767,35584,David Black,61,M,A3
98768,15695,Thomas Smith,54,M,A7
98769,28019,Kevin Watkins,47,M,A1
98770,97699,Russell Edwards,34,M,A3
98771,34307,Mary Gutierrez,59,M,A1
98772,10329,John Johnson,46,M,A9
98773,2716,Jason Carter,56,M,A1
98774,65887,Ashlee Crawford,45,M,A5
98775,5230,Lindsey Hill,38,M,A2
98776,40633,Justin Colon,17,M,A6
98777,13900,Courtney Johnson,40,M,A9
98778,3356,Amy Contreras,58,M,A4
98779,17480,Anthony Mcintosh,15,M,A1
98780,51061,Bobby Nichols,43,M,A3
98781,26195,Dennis Love,18,M,A7
98782,95601,James Turner,21,M,A1
98783,31239,Kurt Mosley,60,M,A6
98784,78301,Donna Luna,17,F,A8
98785,98691,Kimberly Romero,19,F,A2
98786,42684,Kelly Knapp,41,M,A8
98787,59309,Kimberly Martinez,75,M,A9
98788,51465,Nicole Brewer,54,M,A4
98789,31164,Brenda Green,57,M,A8
98790,23084,Jessica Hunt,48,M,A7
98791,65324,Brian Nelson,46,M,A4
98792,56976,Jose Lamb,62,F,A8
98793,4989,Paula Dennis,55,M,A8
98794,76197,Donald Brandt,14,M,A1
98795,93151,Tyler Mcclure,76,M,A1
98796,3989,Guy Knox,78,M,A1
98797,32166,Alexander Evans,44,M,A8
98798,87479,Monica Strickland,74,M,A1
98799,48236,Paul Jones,29,F,A6
98800,54804,Amanda Browning,74,M,A6
98801,86354,Cristian House,74,T,A8
98802,58819,Steven Andersen,48,M,A4
98803,43803,Kayla Berger,39,F,A7
98804,52134,Natalie Clark,72,M,A5
98805,55208,Terrance Campbell,19,M,A6
98806,62826,Kyle Blair,66,M,A8
98807,35370,Henry Davis,74,M,A6
98808,22985,Amy Parks,46,M,A1
98809,67644,Debra Hodge,69,M,A7
98810,56675,David Griffith,63,F,A7
98811,41244,Veronica Dennis,62,M,A6
98812,35214,Paige Washington,76,M,A8
98813,76146,Bradley Carr,61,M,A6
98814,3556,Donald Anderson,63,M,A9
98815,4914,Kelly Miller,20,M,A2
98816,85794,Jessica Donovan,56,M,A2
98817,67431,Bethany Singh,24,M,A3
98818,14275,Joseph Moon,29,M,A4
98819,23664,David Caldwell,77,M,A5
98820,66520,John Richardson,67,M,A1
98821,79739,Erica Yang,56,M,A6
98822,91018,Erin Brewer,41,M,A6
98823,21738,Selena Whitaker,57,M,A2
98824,78598,Michaela Christian,75,M,A8
98825,75682,Deanna Stafford,45,M,A3
98826,5834,Ashley Carey,25,M,A7
98827,7147,Robert Morris,77,M,A8
98828,52843,Ariel Cunningham,51,M,A1
98829,83264,Jennifer Simmons,34,T,A3
98830,55727,Laurie Barker,39,M,A5
98831,30486,Ashley Montgomery,44,M,A1
98832,89739,Randy Love,61,M,A5
98833,13269,Jennifer Orr,67,M,A2
98834,96215,Tammy Gregory,42,M,A2
98835,75941,Linda Branch,22,F,A6
98836,15592,Andrea Smith,73,F,A6
98837,49044,Kevin Castro,55,M,A4
98838,74417,Robert Patton,37,M,A7
98839,86910,Melissa Rodriguez,71,M,A6
98840,65631,Joseph Walker,47,M,A9
98841,14363,Timothy Joseph,41,M,A1
98842,46366,Karen Horton,15,M,A8
98843,85003,Erica Hall,74,T,A9
98844,69428,David Hull,59,F,A1
98845,14650,Jennifer Williams,25,F,A2
98846,50510,Michael Thomas,45,M,A6
98847,89167,Lisa Willis,33,F,A7
98848,11222,Joseph Stewart,36,M,A8
98849,5143,Adam Gonzalez,60,F,A4
98850,5102,Scott Williams,47,M,A9
98851,64852,Jennifer Clements,37,M,A1
98852,86038,Krystal Wilson,35,M,A3
98853,58707,Kimberly Jones,28,M,A5
98854,75165,Steven Woods,40,M,A2
98855,74585,Michael Sullivan,47,M,A4
98856,75104,Antonio Hatfield,44,M,A9
98857,16736,Timothy Salazar,43,M,A1
98858,46226,Donald Cox,58,M,A4
98859,92347,Kevin Miller,43,M,A7
98860,63736,David Watkins,14,M,A4
98861,42900,Nicholas Norris,61,M,A2
98862,23448,Heidi Davis,72,M,A7
98863,8247,Daniel Gomez,78,M,A8
98864,21769,Tyler Adams,57,F,A8
98865,65705,Jonathan Massey,72,F,A8
98866,98201,Corey Mueller,41,M,A2
98867,35895,Jason Smith,54,M,A9
98868,40226,Leslie Miller,49,M,A2
98869,44436,Candice Moore,48,M,A3
98870,9852,Jessica Clark,48,M,A7
98871,39763,Jasmine Wilson,30,M,A9
98872,61168,Angela Quinn,37,F,A1
98873,57734,Douglas Medina,29,M,A7
98874,67919,Andrea Ellis,36,M,A3
98875,96110,Adam Bowman,14,M,A3
98876,8001,James Mclean,33,M,A8
98877,17744,Darrell Wright,24,M,A3
98878,37590,Keith Tate,17,F,A1
98879,84811,Nathan Castro,73,M,A5
98880,52164,Lindsey Thomas,64,M,A8
98881,55377,Ryan Fernandez,39,F,A4
98882,23556,Robert Lane,35,M,A1
98883,47808,Michelle Ballard,75,M,A9
98884,56574,Krista Weaver,34,M,A5
98885,39477,James Gutierrez,17,M,A3
98886,99875,Brianna Riley,37,M,A1
98887,79510,Tanya Miller,60,M,A1
98888,62170,Ricky Hill,43,M,A5
